,Var1,Var2,value
9,CDCA.3OH.S,DHCA,-0.13
5676,DCA,FoodGroupIntakeScore.SaltySnacks,-0.13
8016,DCA,GHDCA,-0.13
5980,DCA.3OH.S,FoodGroupIntakeScore.Sweeteners,-0.13
2251,DHCA,aMCA,-0.13
721,DHCA,CDCA.3OH.S,-0.13
6211,DHCA,FoodGroupIntakeScore...liveOil,-0.13
5851,DHCA,Methylbutyric.Acid,-0.13
70,FoodGroupIntakeScore...liveOil,DHCA,-0.13
7285,FoodGroupIntakeScore.Alcohol,FoodGroupIntakeScore.Fish,-0.13
4595,FoodGroupIntakeScore.CoffeTea,Isobutyric.Acid,-0.13
8087,FoodGroupIntakeScore.ColdCuts,GHDCA,-0.13
8097,FoodGroupIntakeScore.DietSoftDrinks,GHDCA,-0.13
3687,FoodGroupIntakeScore.DietSoftDrinks,GUDCA,-0.13
7641,FoodGroupIntakeScore.Fish,FoodGroupIntakeScore.Alcohol,-0.13
7731,FoodGroupIntakeScore.Fish,FoodGroupIntakeScore.Sauces,-0.13
891,FoodGroupIntakeScore.Fish,GCA,-0.13
1055,FoodGroupIntakeScore.FruitJuices,GHCA,-0.13
7909,FoodGroupIntakeScore.Fruits,TDCA,-0.13
2216,FoodGroupIntakeScore.FullFatDairyProducts,FoodGroupIntakeScore.NonRefinedCereals,-0.13
2489,FoodGroupIntakeScore.Legumes,UDCA.3OH.S,-0.13
4975,FoodGroupIntakeScore.NonRefinedCereals,FoodGroupIntakeScore.FullFatDairyProducts,-0.13
6055,FoodGroupIntakeScore.NonRefinedCereals,MacroNutrientsCalculation.TotalAlcoholIntakeG,-0.13
5875,FoodGroupIntakeScore.NonRefinedCereals,Methylbutyric.Acid,-0.13
6780,FoodGroupIntakeScore.Nuts,FoodGroupIntakeScore.RedMeatAndProducts,-0.13
6060,FoodGroupIntakeScore.Nuts,MacroNutrientsCalculation.TotalAlcoholIntakeG,-0.13
6690,FoodGroupIntakeScore.Nuts,MacroNutrientsCalculation.TotalFatIntakeG,-0.13
3990,FoodGroupIntakeScore.Nuts,pseudocatenulatum,-0.13
7879,FoodGroupIntakeScore.Olives,TDCA,-0.13
3658,FoodGroupIntakeScore.Potatoes,GUDCA,-0.13
4738,FoodGroupIntakeScore.Potatoes,PercentualTotalEnergyIntake.Carbohydrate,-0.13
3750,FoodGroupIntakeScore.Poultry,longum.suillum,-0.13
2686,FoodGroupIntakeScore.RedMeatAndProducts,FoodGroupIntakeScore.Nuts,-0.13
882,FoodGroupIntakeScore.RefinedCereals,GCA,-0.13
4212,FoodGroupIntakeScore.RefinedCereals,TDHCA,-0.13
514,FoodGroupIntakeScore.SaltySnacks,DCA,-0.13
7286,FoodGroupIntakeScore.Sauces,FoodGroupIntakeScore.Fish,-0.13
1796,FoodGroupIntakeScore.Sauces,TCA,-0.13
3577,FoodGroupIntakeScore.Sweeteners,DCA.3OH.S,-0.13
613,FoodGroupIntakeScore.Sweets,Acetic.Acid,-0.13
4663,FoodGroupIntakeScore.Sweets,Isobutyric.Acid,-0.13
5664,FoodGroupIntakeScore.TotalSoftDrinks,PercentualTotalEnergyIntake.Protein,-0.13
3948,FoodGroupIntakeScore.Vegetables,adolescentis,-0.13
7210,GCA,FoodGroupIntakeScore.Fish,-0.13
6400,GCA,FoodGroupIntakeScore.RefinedCereals,-0.13
1180,GCA,GLCA,-0.13
2980,GCA,HCA,-0.13
3700,GCA,longum.suillum,-0.13
6580,GCA,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,-0.13
5500,GCA,MacroNutrientsCalculation.TotalProteinIntakeG,-0.13
572,GCDCA,Acetic.Acid,-0.13
3618,GDCA,GUDCA,-0.13
7848,GDCA,TDCA,-0.13
7131,GDHCA,Kidmed,-0.13
5772,GHCA,FoodGroupIntakeScore.FruitJuices,-0.13
540,GHDCA,DCA,-0.13
6930,GHDCA,FoodGroupIntakeScore.ColdCuts,-0.13
7830,GHDCA,FoodGroupIntakeScore.DietSoftDrinks,-0.13
824,GLCA,GCA,-0.13
2534,GLCA,Leucine,-0.13
7781,GUDCA,FoodGroupIntakeScore.DietSoftDrinks,-0.13
5171,GUDCA,FoodGroupIntakeScore.Potatoes,-0.13
1571,GUDCA,GDCA,-0.13
844,HCA,GCA,-0.13
5434,HCA,Isoleucine,-0.13
1473,Heptanoic.Acid,animalis.animalis,-0.13
4173,Heptanoic.Acid,TDHCA,-0.13
412,Isobutyric.Acid,FoodGroupIntakeScore.CoffeTea,-0.13
6532,Isobutyric.Acid,FoodGroupIntakeScore.Sweets,-0.13
3031,Isoleucine,HCA,-0.13
1880,Kidmed,GDHCA,-0.13
1643,LCA,bifidum,-0.13
293,LCA,CA,-0.13
5888,LCA.S,Methylbutyric.Acid,-0.13
1199,Leucine,GLCA,-0.13
3264,longum.infantis,THCA,-0.13
924,longum.infantis,TUDCA,-0.13
5352,longum.suillum,FoodGroupIntakeScore.Poultry,-0.13
852,longum.suillum,GCA,-0.13
2228,MacroNutrientsCalculation.TotalAlcoholIntakeG,FoodGroupIntakeScore.NonRefinedCereals,-0.13
2678,MacroNutrientsCalculation.TotalAlcoholIntakeG,FoodGroupIntakeScore.Nuts,-0.13
884,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,GCA,-0.13
2685,MacroNutrientsCalculation.TotalFatIntakeG,FoodGroupIntakeScore.Nuts,-0.13
872,MacroNutrientsCalculation.TotalProteinIntakeG,GCA,-0.13
66,Methylbutyric.Acid,DHCA,-0.13
2226,Methylbutyric.Acid,FoodGroupIntakeScore.NonRefinedCereals,-0.13
3396,Methylbutyric.Acid,LCA.S,-0.13
5183,PercentualTotalEnergyIntake.Carbohydrate,FoodGroupIntakeScore.Potatoes,-0.13
7884,PercentualTotalEnergyIntake.Fat,TDCA,-0.13
7533,PercentualTotalEnergyIntake.Protein,FoodGroupIntakeScore.TotalSoftDrinks,-0.13
1485,pseudocatenulatum,animalis.animalis,-0.13
2655,pseudocatenulatum,FoodGroupIntakeScore.Nuts,-0.13
560,TCA,Acetic.Acid,-0.13
7670,TCA,FoodGroupIntakeScore.Sauces,-0.13
2481,TCDCA,UDCA.3OH.S,-0.13
268,TDCA,bMCA,-0.13
7108,TDCA,FoodGroupIntakeScore.Fruits,-0.13
4408,TDCA,FoodGroupIntakeScore.Olives,-0.13
1618,TDCA,GDCA,-0.13
4858,TDCA,PercentualTotalEnergyIntake.Fat,-0.13
6437,TDHCA,FoodGroupIntakeScore.RefinedCereals,-0.13
2927,TDHCA,Heptanoic.Acid,-0.13
2107,THCA,longum.infantis,-0.13
7956,THDCA,CDCA,-0.13
2466,THDCA,UDCA.3OH.S,-0.13
1111,TLCA,breve,-0.13
2081,TUDCA,longum.infantis,-0.13
1108,UDCA.3OH.S,breve,-0.13
5068,UDCA.3OH.S,Butyric.Acid,-0.13
5248,UDCA.3OH.S,FoodGroupIntakeScore.Legumes,-0.13
4528,UDCA.3OH.S,TCDCA,-0.13
3178,UDCA.3OH.S,THDCA,-0.13
7244,adolescentis,FoodGroupIntakeScore.Fish,-0.14
7874,adolescentis,TDCA,-0.14
3194,adolescentis,THDCA,-0.14
647,animalis.animalis,FoodGroupIntakeScore.LowFatDairyProducts,-0.14
107,animalis.animalis,Propionic.Acid,-0.14
4517,animalis.animalis,TCDCA,-0.14
5059,bifidum,Butyric.Acid,-0.14
739,bifidum,CDCA.3OH.S,-0.14
7753,breve,FoodGroupIntakeScore.DietSoftDrinks,-0.14
1677,Butyric.Acid,bifidum,-0.14
3567,Butyric.Acid,DCA.3OH.S,-0.14
3297,Butyric.Acid,THCA,-0.14
724,CA,CDCA.3OH.S,-0.14
5494,CA,MacroNutrientsCalculation.TotalProteinIntakeG,-0.14
7834,CA,TDCA,-0.14
5803,CA.3OH.S,FoodGroupIntakeScore.FruitJuices,-0.14
4903,CA.3OH.S,longum.longum,-0.14
6613,CA.3OH.S,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,-0.14
4543,CA.3OH.S,TCDCA,-0.14
5806,Caproic.acid,FoodGroupIntakeScore.FruitJuices,-0.14
3599,CDCA,DCA.3OH.S,-0.14
1629,CDCA.3OH.S,bifidum,-0.14
279,CDCA.3OH.S,CA,-0.14
7479,CDCA.3OH.S,FoodGroupIntakeScore.TotalSoftDrinks,-0.14
1719,CDCA.3OH.S,TCA,-0.14
5080,DCA.3OH.S,Butyric.Acid,-0.14
7960,DCA.3OH.S,CDCA,-0.14
4540,DCA.3OH.S,TCDCA,-0.14
1171,DHCA,GLCA,-0.14
3421,DHCA,HDCA,-0.14
5845,FoodGroupIntakeScore.Alcohol,FoodGroupIntakeScore.FruitJuices,-0.14
3605,FoodGroupIntakeScore.CoffeTea,GUDCA,-0.14
1167,FoodGroupIntakeScore.DietSoftDrinks,breve,-0.14
5037,FoodGroupIntakeScore.DietSoftDrinks,FoodGroupIntakeScore.FullFatDairyProducts,-0.14
1887,FoodGroupIntakeScore.DietSoftDrinks,GDHCA,-0.14
6657,FoodGroupIntakeScore.DietSoftDrinks,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,-0.14
7486,FoodGroupIntakeScore.Eggs,FoodGroupIntakeScore.TotalSoftDrinks,-0.14
1726,FoodGroupIntakeScore.Eggs,TCA,-0.14
3076,FoodGroupIntakeScore.Eggs,Valine,-0.14
3951,FoodGroupIntakeScore.Fish,adolescentis,-0.14
2061,FoodGroupIntakeScore.Fish,LCA,-0.14
3321,FoodGroupIntakeScore.Fish,THCA,-0.14
3845,FoodGroupIntakeScore.FruitJuices,CA.3OH.S,-0.14
4115,FoodGroupIntakeScore.FruitJuices,Caproic.acid,-0.14
7625,FoodGroupIntakeScore.FruitJuices,FoodGroupIntakeScore.Alcohol,-0.14
7715,FoodGroupIntakeScore.FruitJuices,FoodGroupIntakeScore.Sauces,-0.14
2045,FoodGroupIntakeScore.FruitJuices,LCA,-0.14
4745,FoodGroupIntakeScore.FruitJuices,PercentualTotalEnergyIntake.Carbohydrate,-0.14
4025,FoodGroupIntakeScore.FruitJuices,pseudocatenulatum,-0.14
7895,FoodGroupIntakeScore.FruitJuices,TDCA,-0.14
1609,FoodGroupIntakeScore.Fruits,GDCA,-0.14
3409,FoodGroupIntakeScore.Fruits,LCA.S,-0.14
4489,FoodGroupIntakeScore.Fruits,TaMCA,-0.14
7796,FoodGroupIntakeScore.FullFatDairyProducts,FoodGroupIntakeScore.DietSoftDrinks,-0.14
2666,FoodGroupIntakeScore.FullFatDairyProducts,FoodGroupIntakeScore.Nuts,-0.14
3746,FoodGroupIntakeScore.FullFatDairyProducts,longum.suillum,-0.14
2129,FoodGroupIntakeScore.Legumes,longum.infantis,-0.14
1448,FoodGroupIntakeScore.LowFatDairyProducts,animalis.animalis,-0.14
2798,FoodGroupIntakeScore.LowFatDairyProducts,GCDCA,-0.14
3248,FoodGroupIntakeScore.LowFatDairyProducts,THCA,-0.14
5965,FoodGroupIntakeScore.NonRefinedCereals,FoodGroupIntakeScore.Sweeteners,-0.14
4980,FoodGroupIntakeScore.Nuts,FoodGroupIntakeScore.FullFatDairyProducts,-0.14
3360,FoodGroupIntakeScore.Nuts,LCA.S,-0.14
4009,FoodGroupIntakeScore.Olives,pseudocatenulatum,-0.14
4482,FoodGroupIntakeScore.RefinedCereals,TaMCA,-0.14
2502,FoodGroupIntakeScore.RefinedCereals,UDCA.3OH.S,-0.14
3683,FoodGroupIntakeScore.RegularSoftDrinks,GUDCA,-0.14
2963,FoodGroupIntakeScore.RegularSoftDrinks,Heptanoic.Acid,-0.14
5846,FoodGroupIntakeScore.Sauces,FoodGroupIntakeScore.FruitJuices,-0.14
2227,FoodGroupIntakeScore.Sweeteners,FoodGroupIntakeScore.NonRefinedCereals,-0.14
883,FoodGroupIntakeScore.Sweets,GCA,-0.14
4573,FoodGroupIntakeScore.Sweets,TCDCA,-0.14
804,FoodGroupIntakeScore.TotalSoftDrinks,CDCA.3OH.S,-0.14
1434,FoodGroupIntakeScore.TotalSoftDrinks,FoodGroupIntakeScore.Eggs,-0.14
1254,FoodGroupIntakeScore.TotalSoftDrinks,GLCA,-0.14
2784,FoodGroupIntakeScore.TotalSoftDrinks,TLCA,-0.14
4751,FoodGroupIntakeScore.VegetableOils,PercentualTotalEnergyIntake.Carbohydrate,-0.14
971,FoodGroupIntakeScore.VegetableOils,TUDCA,-0.14
6490,GCA,FoodGroupIntakeScore.Sweets,-0.14
2890,GCA,Heptanoic.Acid,-0.14
5590,GCA,PercentualTotalEnergyIntake.Protein,-0.14
2097,GCA.3OH.S,longum.infantis,-0.14
3267,GCA.3OH.S,THCA,-0.14
662,GCDCA,FoodGroupIntakeScore.LowFatDairyProducts,-0.14
7038,GDCA,FoodGroupIntakeScore.Fruits,-0.14
2718,GDCA,TLCA,-0.14
7761,GDHCA,FoodGroupIntakeScore.DietSoftDrinks,-0.14
2451,GDHCA,UDCA.3OH.S,-0.14
6042,GHCA,MacroNutrientsCalculation.TotalAlcoholIntakeG,-0.14
14,GLCA,DHCA,-0.14
7484,GLCA,FoodGroupIntakeScore.TotalSoftDrinks,-0.14
401,GUDCA,FoodGroupIntakeScore.CoffeTea,-0.14
7421,GUDCA,FoodGroupIntakeScore.RegularSoftDrinks,-0.14
934,HCA,TUDCA,-0.14
39,HDCA,DHCA,-0.14
7413,Heptanoic.Acid,FoodGroupIntakeScore.RegularSoftDrinks,-0.14
843,Heptanoic.Acid,GCA,-0.14
7223,LCA,FoodGroupIntakeScore.Fish,-0.14
5783,LCA,FoodGroupIntakeScore.FruitJuices,-0.14
7058,LCA.S,FoodGroupIntakeScore.Fruits,-0.14
2648,LCA.S,FoodGroupIntakeScore.Nuts,-0.14
5244,longum.infantis,FoodGroupIntakeScore.Legumes,-0.14
2364,longum.infantis,GCA.3OH.S,-0.14
4164,longum.infantis,TDHCA,-0.14
2724,longum.infantis,TLCA,-0.14
3835,longum.longum,CA.3OH.S,-0.14
4992,longum.suillum,FoodGroupIntakeScore.FullFatDairyProducts,-0.14
6612,longum.suillum,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,-0.14
1058,MacroNutrientsCalculation.TotalAlcoholIntakeG,GHCA,-0.14
2768,MacroNutrientsCalculation.TotalAlcoholIntakeG,TLCA,-0.14
3854,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,CA.3OH.S,-0.14
7814,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,FoodGroupIntakeScore.DietSoftDrinks,-0.14
3764,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,longum.suillum,-0.14
332,MacroNutrientsCalculation.TotalProteinIntakeG,CA,-0.14
4022,MacroNutrientsCalculation.TotalProteinIntakeG,pseudocatenulatum,-0.14
4472,MacroNutrientsCalculation.TotalProteinIntakeG,TaMCA,-0.14
2769,PercentualTotalEnergyIntake.Alcohol,TLCA,-0.14
5813,PercentualTotalEnergyIntake.Carbohydrate,FoodGroupIntakeScore.FruitJuices,-0.14
6353,PercentualTotalEnergyIntake.Carbohydrate,FoodGroupIntakeScore.VegetableOils,-0.14
1944,PercentualTotalEnergyIntake.Fat,UDCA,-0.14
873,PercentualTotalEnergyIntake.Protein,GCA,-0.14
4023,PercentualTotalEnergyIntake.Protein,pseudocatenulatum,-0.14
1442,Propionic.Acid,animalis.animalis,-0.14
3242,Propionic.Acid,THCA,-0.14
5805,pseudocatenulatum,FoodGroupIntakeScore.FruitJuices,-0.14
4365,pseudocatenulatum,FoodGroupIntakeScore.Olives,-0.14
5535,pseudocatenulatum,MacroNutrientsCalculation.TotalProteinIntakeG,-0.14
5625,pseudocatenulatum,PercentualTotalEnergyIntake.Protein,-0.14
7070,TaMCA,FoodGroupIntakeScore.Fruits,-0.14
6440,TaMCA,FoodGroupIntakeScore.RefinedCereals,-0.14
5540,TaMCA,MacroNutrientsCalculation.TotalProteinIntakeG,-0.14
3290,TaMCA,THCA,-0.14
740,TCA,CDCA.3OH.S,-0.14
1370,TCA,FoodGroupIntakeScore.Eggs,-0.14
1491,TCDCA,animalis.animalis,-0.14
3831,TCDCA,CA.3OH.S,-0.14
3561,TCDCA,DCA.3OH.S,-0.14
6531,TCDCA,FoodGroupIntakeScore.Sweets,-0.14
3291,TCDCA,THCA,-0.14
951,TCDCA,TUDCA,-0.14
3958,TDCA,adolescentis,-0.14
358,TDCA,CA,-0.14
5848,TDCA,FoodGroupIntakeScore.FruitJuices,-0.14
2117,TDHCA,longum.infantis,-0.14
5077,THCA,Butyric.Acid,-0.14
7237,THCA,FoodGroupIntakeScore.Fish,-0.14
667,THCA,FoodGroupIntakeScore.LowFatDairyProducts,-0.14
2377,THCA,GCA.3OH.S,-0.14
127,THCA,Propionic.Acid,-0.14
4447,THCA,TaMCA,-0.14
4537,THCA,TCDCA,-0.14
3906,THDCA,adolescentis,-0.14
7501,TLCA,FoodGroupIntakeScore.TotalSoftDrinks,-0.14
1561,TLCA,GDCA,-0.14
2101,TLCA,longum.infantis,-0.14
6061,TLCA,MacroNutrientsCalculation.TotalAlcoholIntakeG,-0.14
6151,TLCA,PercentualTotalEnergyIntake.Alcohol,-0.14
6311,TUDCA,FoodGroupIntakeScore.VegetableOils,-0.14
2981,TUDCA,HCA,-0.14
4511,TUDCA,TCDCA,-0.14
4792,UDCA,PercentualTotalEnergyIntake.Fat,-0.14
3082,UDCA,Valine,-0.14
6418,UDCA.3OH.S,FoodGroupIntakeScore.RefinedCereals,-0.14
1828,UDCA.3OH.S,GDHCA,-0.14
1385,Valine,FoodGroupIntakeScore.Eggs,-0.14
1925,Valine,UDCA,-0.14
5767,Acetic.Acid,FoodGroupIntakeScore.FruitJuices,-0.15
6434,adolescentis,FoodGroupIntakeScore.RefinedCereals,-0.15
4796,aMCA,PercentualTotalEnergyIntake.Fat,-0.15
4519,bifidum,TCDCA,-0.15
994,CA,GHCA,-0.15
403,CA.3OH.S,FoodGroupIntakeScore.CoffeTea,-0.15
1933,CA.3OH.S,UDCA,-0.15
4996,Caproic.acid,FoodGroupIntakeScore.FullFatDairyProducts,-0.15
1756,Caproic.acid,TCA,-0.15
3519,CDCA.3OH.S,DCA.3OH.S,-0.15
7569,CDCA.3OH.S,FoodGroupIntakeScore.Alcohol,-0.15
7659,CDCA.3OH.S,FoodGroupIntakeScore.Sauces,-0.15
5946,DCA,FoodGroupIntakeScore.Sweeteners,-0.15
4686,DCA,PercentualTotalEnergyIntake.Carbohydrate,-0.15
760,DCA.3OH.S,CDCA.3OH.S,-0.15
805,FoodGroupIntakeScore.Alcohol,CDCA.3OH.S,-0.15
1615,FoodGroupIntakeScore.Alcohol,GDCA,-0.15
3785,FoodGroupIntakeScore.CoffeTea,CA.3OH.S,-0.15
6755,FoodGroupIntakeScore.CoffeTea,FoodGroupIntakeScore.RedMeatAndProducts,-0.15
3227,FoodGroupIntakeScore.ColdCuts,THDCA,-0.15
7107,FoodGroupIntakeScore.DietSoftDrinks,FoodGroupIntakeScore.Fruits,-0.15
3507,FoodGroupIntakeScore.DietSoftDrinks,HDCA,-0.15
6117,FoodGroupIntakeScore.DietSoftDrinks,MacroNutrientsCalculation.TotalAlcoholIntakeG,-0.15
4246,FoodGroupIntakeScore.Eggs,Valeric.Acid,-0.15
981,FoodGroupIntakeScore.Fish,TUDCA,-0.15
605,FoodGroupIntakeScore.FruitJuices,Acetic.Acid,-0.15
2945,FoodGroupIntakeScore.FruitJuices,Heptanoic.Acid,-0.15
7819,FoodGroupIntakeScore.Fruits,FoodGroupIntakeScore.DietSoftDrinks,-0.15
4106,FoodGroupIntakeScore.FullFatDairyProducts,Caproic.acid,-0.15
6719,FoodGroupIntakeScore.Legumes,MacroNutrientsCalculation.TotalFatIntakeG,-0.15
1285,FoodGroupIntakeScore.NonRefinedCereals,Isovaleric.Acid,-0.15
4255,FoodGroupIntakeScore.NonRefinedCereals,Valeric.Acid,-0.15
6150,FoodGroupIntakeScore.Nuts,PercentualTotalEnergyIntake.Alcohol,-0.15
436,FoodGroupIntakeScore.RedMeatAndProducts,FoodGroupIntakeScore.CoffeTea,-0.15
3942,FoodGroupIntakeScore.RefinedCereals,adolescentis,-0.15
8082,FoodGroupIntakeScore.RefinedCereals,GHDCA,-0.15
154,FoodGroupIntakeScore.SaltySnacks,Propionic.Acid,-0.15
806,FoodGroupIntakeScore.Sauces,CDCA.3OH.S,-0.15
1616,FoodGroupIntakeScore.Sauces,GDCA,-0.15
517,FoodGroupIntakeScore.Sweeteners,DCA,-0.15
6193,FoodGroupIntakeScore.Sweets,PercentualTotalEnergyIntake.Alcohol,-0.15
7578,GDCA,FoodGroupIntakeScore.Alcohol,-0.15
7668,GDCA,FoodGroupIntakeScore.Sauces,-0.15
6588,GDCA,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,-0.15
3978,GDCA,pseudocatenulatum,-0.15
282,GHCA,CA,-0.15
6480,GHDCA,FoodGroupIntakeScore.RefinedCereals,-0.15
2610,GHDCA,Leucine,-0.15
6071,GUDCA,MacroNutrientsCalculation.TotalAlcoholIntakeG,-0.15
2741,GUDCA,TLCA,-0.15
7779,HDCA,FoodGroupIntakeScore.DietSoftDrinks,-0.15
2019,HDCA,LCA,-0.15
5793,Heptanoic.Acid,FoodGroupIntakeScore.FruitJuices,-0.15
3751,Isoleucine,longum.suillum,-0.15
2175,Isovaleric.Acid,FoodGroupIntakeScore.NonRefinedCereals,-0.15
4875,Isovaleric.Acid,longum.longum,-0.15
105,Isovaleric.Acid,Propionic.Acid,-0.15
2060,Kidmed,LCA,-0.15
3443,LCA,HDCA,-0.15
7133,LCA,Kidmed,-0.15
4793,LCA,PercentualTotalEnergyIntake.Fat,-0.15
8039,Leucine,GHDCA,-0.15
3084,longum.infantis,Valine,-0.15
1315,longum.longum,Isovaleric.Acid,-0.15
5442,longum.suillum,Isoleucine,-0.15
7808,MacroNutrientsCalculation.TotalAlcoholIntakeG,FoodGroupIntakeScore.DietSoftDrinks,-0.15
3668,MacroNutrientsCalculation.TotalAlcoholIntakeG,GUDCA,-0.15
1604,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,GDCA,-0.15
5295,MacroNutrientsCalculation.TotalFatIntakeG,FoodGroupIntakeScore.Legumes,-0.15
2679,PercentualTotalEnergyIntake.Alcohol,FoodGroupIntakeScore.Nuts,-0.15
6549,PercentualTotalEnergyIntake.Alcohol,FoodGroupIntakeScore.Sweets,-0.15
503,PercentualTotalEnergyIntake.Carbohydrate,DCA,-0.15
2304,PercentualTotalEnergyIntake.Fat,aMCA,-0.15
2034,PercentualTotalEnergyIntake.Fat,LCA,-0.15
5672,Propionic.Acid,FoodGroupIntakeScore.SaltySnacks,-0.15
1262,Propionic.Acid,Isovaleric.Acid,-0.15
1575,pseudocatenulatum,GDCA,-0.15
4070,TCA,Caproic.acid,-0.15
1671,TCDCA,bifidum,-0.15
6876,THDCA,FoodGroupIntakeScore.ColdCuts,-0.15
3631,TLCA,GUDCA,-0.15
7211,TUDCA,FoodGroupIntakeScore.Fish,-0.15
3802,UDCA,CA.3OH.S,-0.15
1398,Valeric.Acid,FoodGroupIntakeScore.Eggs,-0.15
2208,Valeric.Acid,FoodGroupIntakeScore.NonRefinedCereals,-0.15
2105,Valine,longum.infantis,-0.15
4634,adolescentis,Isobutyric.Acid,-0.16
3626,aMCA,GUDCA,-0.16
287,animalis.animalis,CA,-0.16
7397,animalis.animalis,FoodGroupIntakeScore.RegularSoftDrinks,-0.16
4969,bifidum,FoodGroupIntakeScore.FullFatDairyProducts,-0.16
4609,bifidum,Isobutyric.Acid,-0.16
1983,bMCA,LCA,-0.16
3433,breve,HDCA,-0.16
1444,CA,animalis.animalis,-0.16
5446,Caproic.acid,Isoleucine,-0.16
449,CDCA,FoodGroupIntakeScore.CoffeTea,-0.16
2429,CDCA,GCA.3OH.S,-0.16
3329,CDCA,THCA,-0.16
3699,CDCA.3OH.S,longum.suillum,-0.16
6126,DCA,PercentualTotalEnergyIntake.Alcohol,-0.16
6790,DCA.3OH.S,FoodGroupIntakeScore.RedMeatAndProducts,-0.16
991,DHCA,GHCA,-0.16
3685,FoodGroupIntakeScore.Alcohol,GUDCA,-0.16
4945,FoodGroupIntakeScore.Alcohol,longum.longum,-0.16
7925,FoodGroupIntakeScore.CoffeTea,CDCA,-0.16
6027,FoodGroupIntakeScore.DietSoftDrinks,FoodGroupIntakeScore.Sweeteners,-0.16
6207,FoodGroupIntakeScore.DietSoftDrinks,PercentualTotalEnergyIntake.Alcohol,-0.16
4876,FoodGroupIntakeScore.Eggs,longum.longum,-0.16
2585,FoodGroupIntakeScore.FruitJuices,Leucine,-0.16
1069,FoodGroupIntakeScore.Fruits,GHCA,-0.16
1676,FoodGroupIntakeScore.FullFatDairyProducts,bifidum,-0.16
1859,FoodGroupIntakeScore.Legumes,GDHCA,-0.16
1319,FoodGroupIntakeScore.Legumes,Isovaleric.Acid,-0.16
6179,FoodGroupIntakeScore.Legumes,PercentualTotalEnergyIntake.Alcohol,-0.16
1195,FoodGroupIntakeScore.NonRefinedCereals,GLCA,-0.16
2725,FoodGroupIntakeScore.NonRefinedCereals,TLCA,-0.16
6510,FoodGroupIntakeScore.Nuts,FoodGroupIntakeScore.Sweets,-0.16
6600,FoodGroupIntakeScore.Nuts,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,-0.16
949,FoodGroupIntakeScore.Olives,TUDCA,-0.16
3586,FoodGroupIntakeScore.RedMeatAndProducts,DCA.3OH.S,-0.16
1523,FoodGroupIntakeScore.RegularSoftDrinks,animalis.animalis,-0.16
2873,FoodGroupIntakeScore.RegularSoftDrinks,GCDCA,-0.16
3053,FoodGroupIntakeScore.RegularSoftDrinks,HCA,-0.16
3143,FoodGroupIntakeScore.RegularSoftDrinks,Valine,-0.16
4474,FoodGroupIntakeScore.SaltySnacks,TaMCA,-0.16
3686,FoodGroupIntakeScore.Sauces,GUDCA,-0.16
4946,FoodGroupIntakeScore.Sauces,longum.longum,-0.16
7807,FoodGroupIntakeScore.Sweeteners,FoodGroupIntakeScore.DietSoftDrinks,-0.16
1597,FoodGroupIntakeScore.Sweeteners,GDCA,-0.16
2683,FoodGroupIntakeScore.Sweets,FoodGroupIntakeScore.Nuts,-0.16
2964,FoodGroupIntakeScore.TotalSoftDrinks,Heptanoic.Acid,-0.16
3678,FoodGroupIntakeScore.Vegetables,GUDCA,-0.16
100,GCA,Propionic.Acid,-0.16
7840,GCA,TDCA,-0.16
7947,GCA.3OH.S,CDCA,-0.16
4707,GCA.3OH.S,PercentualTotalEnergyIntake.Carbohydrate,-0.16
7412,GCDCA,FoodGroupIntakeScore.RegularSoftDrinks,-0.16
5958,GDCA,FoodGroupIntakeScore.Sweeteners,-0.16
5241,GDHCA,FoodGroupIntakeScore.Legumes,-0.16
12,GHCA,DHCA,-0.16
7032,GHCA,FoodGroupIntakeScore.Fruits,-0.16
4872,GHCA,longum.longum,-0.16
4782,GHCA,PercentualTotalEnergyIntake.Fat,-0.16
2174,GLCA,FoodGroupIntakeScore.NonRefinedCereals,-0.16
1724,GLCA,TCA,-0.16
2291,GUDCA,aMCA,-0.16
7601,GUDCA,FoodGroupIntakeScore.Alcohol,-0.16
7691,GUDCA,FoodGroupIntakeScore.Sauces,-0.16
6971,GUDCA,FoodGroupIntakeScore.Vegetables,-0.16
3011,GUDCA,HCA,-0.16
4631,GUDCA,Isobutyric.Acid,-0.16
2021,GUDCA,LCA,-0.16
7414,HCA,FoodGroupIntakeScore.RegularSoftDrinks,-0.16
3634,HCA,GUDCA,-0.16
1119,HDCA,breve,-0.16
7503,Heptanoic.Acid,FoodGroupIntakeScore.TotalSoftDrinks,-0.16
3922,Isobutyric.Acid,adolescentis,-0.16
1672,Isobutyric.Acid,bifidum,-0.16
3652,Isobutyric.Acid,GUDCA,-0.16
4111,Isoleucine,Caproic.acid,-0.16
